Province,District,Candidate no.,Party,Votes
Suphan Buri,2,3,New Palangdharma Party,869
Suphan Buri,2,5,Ruam Jai Thai,697
Suphan Buri,2,22,Kru Thai,659
Suphan Buri,2,12,Chart Pattana,416
Suphan Buri,2,10,Bhumjaithai Party,414
Suphan Buri,2,6,Thai Local Power Party,333
Suphan Buri,2,21,Farmer's Network,320
Suphan Buri,2,26,Palang Chart Thai,193
Suphan Buri,2,9,Thai Forest Conservation Party,183
Suphan Buri,2,27,Thai Rak Tham,176
Suphan Buri,2,17,New Democracy Party,149
Suphan Buri,2,14,People Progressive party,148
Suphan Buri,2,23,Green,148
Suphan Buri,2,11,Siam Development Party,127
Suphan Buri,2,19,Thai People Power Party,89
Suphan Buri,2,25,Prachathai,84
Suphan Buri,2,20,People's Reform,67
Suphan Buri,2,4,Thai Raksa Chart,0
Suphan Buri,2,18,Thai Friend Party,0
Suphan Buri,3,11,Chart Thai Pattana,59783
Suphan Buri,3,3,Bhumjaithai Party,39726
Suphan Buri,3,7,Future Forward Party,13933
Suphan Buri,3,5,Palang Pracharath Party,5377
Suphan Buri,3,15,Puea Chat party,2858
Suphan Buri,3,10,Thai Liberal Party,1896
Suphan Buri,3,1,Democrat Party,1649
Suphan Buri,3,14,New Economics Party,1018
Suphan Buri,3,23,Farmer's Network,764
Suphan Buri,3,4,Thai Forest Conservation Party,508
Suphan Buri,3,2,Action Coalition for Thailand,500
Suphan Buri,3,13,Chart Pattana,397
Suphan Buri,3,22,Palang Chart Thai,373
Suphan Buri,3,21,Palang Thai Rak Chart,255
Suphan Buri,3,19,Thai People Power Party,199
Suphan Buri,3,16,New Democracy Party,187
Suphan Buri,3,8,People Progressive party,155
Suphan Buri,3,6,Ruam Jai Thai,152
Suphan Buri,3,9,New Palangdharma Party,127
Suphan Buri,3,29,Prachathai,111
Suphan Buri,3,25,Green,98
Suphan Buri,3,26,Pandintham,93
Suphan Buri,3,24,Kru Thai,89
Suphan Buri,3,17,Thai Local Power Party,76
Suphan Buri,3,27,Prachatham Thai,64
Suphan Buri,3,20,People's Reform,42
Suphan Buri,3,28,Thai Rak Tham,27
Suphan Buri,3,12,Thai Raksa Chart,0
Suphan Buri,3,18,Thai Friend Party,0
Suphan Buri,4,4,Chart Thai Pattana,59714
Suphan Buri,4,5,Pheu Thai,33368
Suphan Buri,4,6,Future Forward Party,11394
Suphan Buri,4,16,Palang Pracharath Party,5777
Suphan Buri,4,24,New Economics Party,1781
Suphan Buri,4,9,Democrat Party,1289
Suphan Buri,4,25,Prachatham Thai,602
Suphan Buri,4,2,New Palangdharma Party,405
Suphan Buri,4,12,Bhumjaithai Party,379
Suphan Buri,4,14,Puea Chat party,368
Suphan Buri,4,27,Palang Chart Thai,283
Suphan Buri,4,29,Prachathai,196
Suphan Buri,4,11,Chart Pattana,183
Suphan Buri,4,10,Action Coalition for Thailand,171
Suphan Buri,4,23,Green,161
Suphan Buri,4,7,Thai Forest Conservation Party,143
Suphan Buri,4,26,Pandintham,128
Suphan Buri,4,8,People Progressive party,113
Suphan Buri,4,15,New Democracy Party,107
Suphan Buri,4,22,Kru Thai,101
Suphan Buri,4,13,Thai Local Power Party,83
Suphan Buri,4,21,Farmer's Network,80
Suphan Buri,4,19,People's Reform,70
Suphan Buri,4,20,Cooperative Power Party,64
Suphan Buri,4,28,Thai Rak Tham,48
Suphan Buri,4,18,Thai People Power Party,17
Suphan Buri,4,1,Thai Raksa Chart,0
Suphan Buri,4,3,Thai Liberal Party,0
Suphan Buri,4,17,Thai Friend Party,0
Surat Thani,1,7,Democrat Party,32092
Surat Thani,1,6,Future Forward Party,17093
Surat Thani,1,14,Palang Pracharath Party,15953
Surat Thani,1,9,Action Coalition for Thailand,12068
Surat Thani,1,3,Thai Liberal Party,5445
Surat Thani,1,15,New Economics Party,2693
Surat Thani,1,1,Bhumjaithai Party,1539
Surat Thani,1,19,Puea Chat party,723
Surat Thani,1,4,Prachachat Party,673
Surat Thani,1,24,Kru Thai,564
Surat Thani,1,10,Chart Thai Pattana,426
Surat Thani,1,12,Chart Pattana,387
Surat Thani,1,5,Pheu Tham ,363
Surat Thani,1,21,Thai Civilised,329
Surat Thani,1,2,Thai Forest Conservation Party,309
Surat Thani,1,8,Thai Local Power Party,272
Surat Thani,1,27,Prachatham Thai,226
Surat Thani,1,16,Thai People Power Party,225
Surat Thani,1,31,Palang Thai Sang Chart,220
Surat Thani,1,30,Green,176
Surat Thani,1,28,Democratic Force party,158
Surat Thani,1,13,People Progressive party,146
Surat Thani,1,32,Palang Thai Rak Thai,125
Surat Thani,1,26,New Democracy Party,101
Surat Thani,1,23,New Alternative Party,80
Surat Thani,1,17,Khlong Thai,61
Surat Thani,1,25,Palang Chart Thai,60
Surat Thani,1,22,Thai Citizen,43
Surat Thani,1,33,Thai Rak Tham,36
Surat Thani,1,11,Thai Raksa Chart,0
Surat Thani,1,18,Puea Pandin Party,0
Surat Thani,1,20,Paradonraphab Party,0
Surat Thani,1,29,Palang Sungkom,0
Surat Thani,2,12,Democrat Party,21957
Surat Thani,2,10,Palang Pracharath Party,17366
Surat Thani,2,6,Future Forward Party,16342
Surat Thani,2,14,Action Coalition for Thailand,14158
Surat Thani,2,24,Thai Local Power Party,12187
Surat Thani,2,2,Chart Thai Pattana,2913
Surat Thani,2,8,Bhumjaithai Party,2156
Surat Thani,2,15,Thai Liberal Party,1821
Surat Thani,2,9,Puea Chat party,1351
Surat Thani,2,5,Prachachat Party,1231
Surat Thani,2,18,New Economics Party,923
Surat Thani,2,1,Chart Pattana,532
Surat Thani,2,3,Thai Forest Conservation Party,382
Surat Thani,2,26,Palang Thai Rak Thai,368
Surat Thani,2,4,New Palangdharma Party,343
Surat Thani,2,11,Pheu Tham ,315
Surat Thani,2,13,Puea Pandin Party,306
Surat Thani,2,16,People Progressive party,288
Surat Thani,2,28,Democratic Force party,281
Surat Thani,2,25,Palang Thai Sang Chart,237
Surat Thani,2,30,Palang Sungkom,219
Surat Thani,2,34,Green,216
Surat Thani,2,22,New Alternative Party,178
Surat Thani,2,32,Tin Ga Kaw,165
Surat Thani,2,23,Kru Thai,154
Surat Thani,2,31,Kwam Wang Mai,134
Surat Thani,2,27,New Democracy Party,123
Surat Thani,2,29,Palang Chart Thai,121
Surat Thani,2,21,Thai Citizen,114
Surat Thani,2,17,Khlong Thai,61
Surat Thani,2,20,Paradonraphab Party,40
Surat Thani,2,33,Prachatham Thai,40
Surat Thani,2,19,People's Reform,38
Surat Thani,2,35,Thai Rak Tham,29
Surat Thani,2,7,Thai Raksa Chart,0
Surat Thani,3,1,Democrat Party,44514
Surat Thani,3,6,Palang Pracharath Party,12189
Surat Thani,3,8,Future Forward Party,12137
Surat Thani,3,4,Action Coalition for Thailand,5998
Surat Thani,3,15,Thai Liberal Party,2845
Surat Thani,3,11,Bhumjaithai Party,2567
Surat Thani,3,12,New Palangdharma Party,2505
Surat Thani,3,24,New Economics Party,1447
Surat Thani,3,32,Polamuang Thai,1378
Surat Thani,3,19,Thai Local Power Party,1203
Surat Thani,3,37,Palang Chart Thai,1186
Surat Thani,3,30,Thai People Power Party,1111
Surat Thani,3,14,Puea Chat party,656
Surat Thani,3,5,Chart Thai Pattana,643
Surat Thani,3,2,Chart Pattana,537
Surat Thani,3,21,Paradonraphab Party,496
Surat Thani,3,9,Thai Forest Conservation Party,477
Surat Thani,3,3,Prachachat Party,433
Surat Thani,3,16,Puea Pandin Party,424
Surat Thani,3,26,Palang Thai Sang Chart,381
Surat Thani,3,10,Pheu Tham ,350
Surat Thani,3,20,Thai Civilised,336
Surat Thani,3,25,Kru Thai,290
Surat Thani,3,23,Thai Citizen,276
Surat Thani,3,27,Palang Sungkom,196
Surat Thani,3,28,Palang Thai Rak Thai,191
Surat Thani,3,18,New Democracy Party,182
Surat Thani,3,35,Kwam Wang Mai,180
Surat Thani,3,34,Green,137
Surat Thani,3,7,People Progressive party,122
Surat Thani,3,33,Democratic Force party,95
Surat Thani,3,31,Prachatham Thai,87
Surat Thani,3,17,People's Reform,85
Surat Thani,3,29,Pandintham,53
Surat Thani,3,22,Khlong Thai,39
Surat Thani,3,36,Thai Rak Tham,22
Surat Thani,3,13,Thai Raksa Chart,0
Surat Thani,4,12,Democrat Party,47408
Surat Thani,4,3,Action Coalition for Thailand,14279
Surat Thani,4,2,Future Forward Party,11608
Surat Thani,4,13,Palang Pracharath Party,8671
Surat Thani,4,16,Bhumjaithai Party,4297
Surat Thani,4,17,Thai Liberal Party,3138
Surat Thani,4,22,Palang Thai Sang Chart,1767
Surat Thani,4,11,New Economics Party,1168
Surat Thani,4,8,Chart Thai Pattana,999
Surat Thani,4,14,Chart Pattana,713
Surat Thani,4,4,Pheu Tham ,641
Surat Thani,4,27,Palang Chart Thai,540
Surat Thani,4,32,Green,474
Surat Thani,4,23,Palang Sungkom,433
Surat Thani,4,26,Democratic Force party,362
Surat Thani,4,18,Puea Pandin Party,332
Surat Thani,4,1,New Palangdharma Party,262
Surat Thani,4,10,Thai Local Power Party,252
Surat Thani,4,28,Thai Citizen,218
Surat Thani,4,20,Paradonraphab Party,204
Surat Thani,4,29,Kwam Wang Mai,161
Surat Thani,4,15,Thai Forest Conservation Party,146
Surat Thani,4,25,Palang Thai Rak Thai,146
Surat Thani,4,6,People Progressive party,132
Surat Thani,4,21,Kru Thai,122
Surat Thani,4,9,Prachachat Party,107
Surat Thani,4,33,Thai Rak Tham,89
Surat Thani,4,30,Pandintham,61
Surat Thani,4,31,Prachatham Thai,43
Surat Thani,4,19,Khlong Thai,18
Surat Thani,4,5,Puea Chat party,0
Surat Thani,4,7,Thai Raksa Chart,0
Surat Thani,4,24,New Democracy Party,0
Surat Thani,5,5,Democrat Party,44084
Surat Thani,5,6,Action Coalition for Thailand,11210
Surat Thani,5,8,Future Forward Party,9781
Surat Thani,5,12,Palang Pracharath Party,8499
Surat Thani,5,9,Bhumjaithai Party,4297
Surat Thani,5,3,Thai Liberal Party,3992
Surat Thani,5,22,Thai Local Power Party,1312
Surat Thani,5,11,New Palangdharma Party,1107
Surat Thani,5,14,Puea Chat party,962
Surat Thani,5,1,Chart Thai Pattana,740
Surat Thani,5,4,Thai Forest Conservation Party,735
Surat Thani,5,17,Paradonraphab Party,701
Surat Thani,5,18,New Democracy Party,699
Surat Thani,5,20,New Economics Party,640
Surat Thani,5,26,Palang Thai Sang Chart,567
Surat Thani,5,2,Prachachat Party,562
Surat Thani,5,7,Pheu Tham ,544
Surat Thani,5,25,Kru Thai,457
Surat Thani,5,30,Palang Chart Thai,376
Surat Thani,5,33,Polamuang Thai,355
Surat Thani,5,10,Chart Pattana,332
Surat Thani,5,29,Democratic Force party,247
Surat Thani,5,27,Palang Sungkom,207
Surat Thani,5,21,People's Reform,179
Surat Thani,5,32,Kwam Wang Mai,169
Surat Thani,5,34,Green,135
Surat Thani,5,15,Puea Pandin Party,124
Surat Thani,5,28,Thai Citizen,111
Surat Thani,5,23,Pandintham,91
Surat Thani,5,16,People Progressive party,82
Surat Thani,5,24,New Alternative Party,65
Surat Thani,5,31,Prachatham Thai,46
Surat Thani,5,35,Thai Rak Tham,38
Surat Thani,5,19,Khlong Thai,32
Surat Thani,5,13,Thai Raksa Chart,0
Surat Thani,6,13,Democrat Party,41877
Surat Thani,6,1,Action Coalition for Thailand,17620
Surat Thani,6,9,Future Forward Party,9970
Surat Thani,6,4,Palang Pracharath Party,9149
Surat Thani,6,7,Bhumjaithai Party,5207
Surat Thani,6,5,Thai Liberal Party,2311
Surat Thani,6,27,Palang Thai Sang Chart,1356
Surat Thani,6,2,New Economics Party,1124
Surat Thani,6,11,Chart Pattana,1058
Surat Thani,6,15,Chart Thai Pattana,1010
Surat Thani,6,33,Green,939
Surat Thani,6,3,New Palangdharma Party,675
Surat Thani,6,22,Thai Local Power Party,664
Surat Thani,6,12,Prachachat Party,590
Surat Thani,6,31,Kwam Wang Mai,573
Surat Thani,6,10,Pheu Tham ,387
Surat Thani,6,23,Thai Civilised,353
Surat Thani,6,21,Khlong Thai,288
Surat Thani,6,8,Puea Pandin Party,259
Surat Thani,6,28,Palang Thai Rak Thai,249
Surat Thani,6,17,New Democracy Party,246
Surat Thani,6,29,Democratic Force party,228
Surat Thani,6,24,New Alternative Party,203
Surat Thani,6,19,Puea Chat party,195
Surat Thani,6,6,Thai Forest Conservation Party,165
Surat Thani,6,32,Mahachon Party,137
Surat Thani,6,30,Palang Sungkom,132
Surat Thani,6,26,Thai People Power Party,112
Surat Thani,6,35,Thai Rak Tham,99
Surat Thani,6,16,People Progressive party,86
Surat Thani,6,36,Thai Citizen,63
Surat Thani,6,18,Tin Ga Kaw,49
Surat Thani,6,25,Kru Thai,46
Surat Thani,6,34,Palang Chart Thai,36
Surat Thani,6,20,Paradonraphab Party,20
Surat Thani,6,14,Thai Raksa Chart,0
Surin,1,4,Bhumjaithai Party,31614
Surin,1,7,Pheu Thai,27078
Surin,1,8,Palang Pracharath Party,22229
Surin,1,1,Future Forward Party,13144
Surin,1,10,Democrat Party,2120
Surin,1,14,Thai Liberal Party,1210
Surin,1,2,New Economics Party,1025
Surin,1,24,Palang Thai Sang Chart,506
Surin,1,28,Thaen Khun Phaendin,478
Surin,1,16,Puea Chat party,458
Surin,1,23,Palang Chart Thai,441
Surin,1,27,New Alternative Party,415
Surin,1,11,Chart Thai Pattana,371
Surin,1,3,Thai Local Power Party,269
Surin,1,9,People's Reform,237
Surin,1,5,People Progressive party,230
Surin,1,6,Prachachat Party,230
Surin,1,17,Action Coalition for Thailand,215
Surin,1,25,Thai Civilised,149
Surin,1,22,Palang Thai Rak Thai,129
Surin,1,20,Kru Thai,95
Surin,1,30,Rak Tongtin Thai,95
Surin,1,13,Prashaniyom,93
Surin,1,18,Prachatham Thai,76
Surin,1,19,Thai Forest Conservation Party,72
Surin,1,26,Mahachon Party,58
Surin,1,29,Power of Faith party,34
Surin,1,12,Thai Friend Party,0
Surin,1,15,Puea Pandin Party,0
Surin,1,21,Thai People Power Party,0
Surin,2,10,Palang Pracharath Party,35446
Surin,2,11,Pheu Thai,24465
Surin,2,6,Bhumjaithai Party,20624
Surin,2,1,Future Forward Party,14236
Surin,2,12,Democrat Party,2638
Surin,2,13,New Economics Party,1527
Surin,2,9,Puea Chat party,1262
Surin,2,5,Thai Liberal Party,1134
Surin,2,30,Thaen Khun Phaendin,699
Surin,2,26,Prachathai,437
Surin,2,17,Action Coalition for Thailand,357
Surin,2,2,Thai Forest Conservation Party,255
Surin,2,21,Palang Thai Rak Thai,235
Surin,2,7,Prachachat Party,213
Surin,2,15,Chart Thai Pattana,200
Surin,2,4,Puea Pandin Party,186
Surin,2,29,Thai Civilised,171
Surin,2,8,Prashaniyom,130
Surin,2,23,Kru Thai,121
Surin,2,32,Power of Faith party,87
Surin,2,3,People Progressive party,82
Surin,2,34,Phungluang Party,79
Surin,2,25,Palang Chart Thai,78
Surin,2,16,Prachatham Thai,68
Surin,2,14,Thai Local Power Party,66
Surin,2,18,New Alternative Party,54
Surin,2,24,Thai People Power Party,49
Surin,2,22,People's Reform,48
Surin,2,27,Palang Thai Sang Chart,41
Surin,2,28,Mahachon Party,41
Surin,2,19,Ruam Jai Thai,38
Surin,2,33,Rak Tongtin Thai,26
Surin,2,20,Thai Friend Party,0
Surin,2,31,Democratic Force party,0
Surin,3,12,Pheu Thai,29254
Surin,3,7,Palang Pracharath Party,28492
Surin,3,13,Bhumjaithai Party,18408
Surin,3,17,Future Forward Party,8698
Surin,3,4,Chart Thai Pattana,3325
Surin,3,9,New Economics Party,855
Surin,3,10,Democrat Party,826
Surin,3,21,Ruam Jai Thai,806
Surin,3,14,Thai Liberal Party,756
Surin,3,27,Thai People Power Party,688
Surin,3,32,Thaen Khun Phaendin,415
Surin,3,6,Chart Pattana,402
Surin,3,15,Puea Chat party,367
Surin,3,33,Power of Faith party,334
Surin,3,11,People's Reform,273
Surin,3,23,Palang Thai Rak Thai,271
Surin,3,8,Thai Local Power Party,261
Surin,3,5,Prachachat Party,225
Surin,3,3,Puea Pandin Party,203
Surin,3,22,Paradonraphab Party,203
Surin,3,2,Prashaniyom,188
Surin,3,31,Thai Civilised,175
Surin,3,26,Kru Thai,151
Surin,3,29,Palang Thai Sang Chart,142
Surin,3,24,Prachatham Thai,137
Surin,3,34,Rak Tongtin Thai,127
Surin,3,19,Action Coalition for Thailand,107
Surin,3,25,New Democracy Party,62
Surin,3,16,People Progressive party,59
Surin,3,20,New Alternative Party,55
Surin,3,18,Thai Forest Conservation Party,52
Surin,3,30,Mahachon Party,36
Surin,3,1,Thai Friend Party,0
Surin,3,28,Palang Chart Thai,0
Surin,4,10,Pheu Thai,34673
Surin,4,5,Bhumjaithai Party,27411
Surin,4,14,Palang Pracharath Party,15771
Surin,4,11,Future Forward Party,11624
Surin,4,13,Puea Chat party,2641
Surin,4,4,Democrat Party,1811
Surin,4,6,Thai Liberal Party,962
Surin,4,25,Thai People Power Party,698
Surin,4,30,Mahachon Party,562
Surin,4,15,New Economics Party,514
Surin,4,24,Kru Thai,464
Surin,4,9,Prachachat Party,446
Surin,4,34,Rak Tongtin Thai,384
Surin,4,1,Prashaniyom,247
Surin,4,22,Palang Thai Rak Thai,218
Surin,4,8,Thai Local Power Party,208
Surin,4,7,Thai Forest Conservation Party,207
Surin,4,18,Action Coalition for Thailand,178
Surin,4,16,Chart Thai Pattana,166
Surin,4,3,People Progressive party,136
Surin,4,12,Puea Pandin Party,116
Surin,4,33,Thaen Khun Phaendin,113
Surin,4,23,Prachatham Thai,111
Surin,4,28,Thai Network Party,110
Surin,4,21,Thai Workers' Party,109
Surin,4,31,Palang Thai Sang Chart,108
Surin,4,29,Thai Civilised,96
Surin,4,2,People's Reform,88
Surin,4,19,New Alternative Party,86
Surin,4,20,Ruam Jai Thai,71
Surin,4,35,Phungluang Party,62
Surin,4,26,New Democracy Party,55
Surin,4,32,Power of Faith party,14
Surin,4,17,Thai Friend Party,0
Surin,4,27,Palang Chart Thai,0
Surin,5,7,Pheu Thai,45681
Surin,5,10,Bhumjaithai Party,14917
Surin,5,6,Palang Pracharath Party,13976
Surin,5,8,Future Forward Party,10863
Surin,5,9,Democrat Party,1518
Surin,5,27,Palang Thai Sang Chart,939
Surin,5,13,Thai Liberal Party,816
Surin,5,20,Puea Chat party,815
Surin,5,5,Prachachat Party,658
Surin,5,28,Palang Thai Rak Chart,555
Surin,5,30,New Alternative Party,484
Surin,5,17,Chart Thai Pattana,482
Surin,5,26,Palang Chart Thai,442
Surin,5,18,Ruam Jai Thai,425
Surin,5,2,Chart Pattana,406
Surin,5,15,New Economics Party,405
Surin,5,1,Prashaniyom,309
Surin,5,3,Thai Local Power Party,215
Surin,5,11,Puea Pandin Party,207
Surin,5,16,Action Coalition for Thailand,191
Surin,5,21,Commoners' Party,185
Surin,5,22,Palang Thai Rak Thai,165
Surin,5,36,Thai Rak Tham,148
Surin,5,23,Kru Thai,134
Surin,5,29,Thai Civilised,133
Surin,5,4,People Progressive party,125
Surin,5,14,Thai Forest Conservation Party,69
Surin,5,34,Power of Faith party,66
Surin,5,25,Thai People Power Party,51
Surin,5,24,People's Reform,50
Surin,5,31,Mahachon Party,40
Surin,5,32,Thai Network Party,38
Surin,5,35,Democratic Force party,37
Surin,5,19,Prachatham Thai,33
Surin,5,33,Thaen Khun Phaendin,21
Surin,5,12,Thai Friend Party,0
Surin,6,5,Pheu Thai,23401
Surin,6,2,Palang Pracharath Party,22262
Surin,6,3,Bhumjaithai Party,18711
Surin,6,20,Puea Chat party,11167
Surin,6,14,Prachachat Party,4180
Surin,6,7,Democrat Party,1547
Surin,6,10,Thai Liberal Party,1061
Surin,6,11,New Economics Party,979
Surin,6,1,Chart Thai Pattana,951
Surin,6,24,Palang Chart Thai,669
Surin,6,22,Kru Thai,661
Surin,6,4,People Progressive party,494
Surin,6,23,Thai People Power Party,409
Surin,6,19,Action Coalition for Thailand,312
Surin,6,25,Palang Thai Sang Chart,307
Surin,6,8,Thai Local Power Party,241
Surin,6,21,New Democracy Party,223
Surin,6,6,Thai Forest Conservation Party,221
Surin,6,17,Prachatham Thai,217
Surin,6,26,Thai Civilised,145
Surin,6,18,Palang Thai Rak Thai,127
Surin,6,32,Rak Tongtin Thai,127
Surin,6,28,New Alternative Party,120
Surin,6,15,Prashaniyom,110
Surin,6,12,People's Reform,92
Surin,6,30,Thaen Khun Phaendin,71
Surin,6,31,Phungluang Party,67
Surin,6,29,Power of Faith party,64
Surin,6,16,Puea Pandin Party,54
Surin,6,27,Mahachon Party,36
Surin,6,9,Future Forward Party,0
Surin,6,13,Thai Friend Party,0
Surin,7,6,Pheu Thai,29026
Surin,7,10,Bhumjaithai Party,21251
Surin,7,9,Palang Pracharath Party,12973
Surin,7,11,Future Forward Party,12636
Surin,7,8,Puea Chat party,8346
Surin,7,1,Democrat Party,1944
Surin,7,7,Thai Liberal Party,1484
Surin,7,5,Chart Thai Pattana,580
Surin,7,15,New Economics Party,533
Surin,7,26,Palang Thai Rak Chart,516
Surin,7,28,Democratic Force party,379
Surin,7,29,Thai Civilised,366
Surin,7,14,Thai Forest Conservation Party,330
Surin,7,31,Khon Thammada,216
Surin,7,2,Thai Local Power Party,197
Surin,7,18,Prachatham Thai,143
Surin,7,17,Action Coalition for Thailand,140
Surin,7,3,People Progressive party,107
Surin,7,19,Palang Thai Rak Thai,94
Surin,7,20,New Alternative Party,88
Surin,7,12,Thai Workers' Party,85
Surin,7,33,Thai Rak Tham,82
Surin,7,22,Kru Thai,81
Surin,7,23,Thai People Power Party,76
Surin,7,24,Palang Chart Thai,73
Surin,7,27,Palang Thai Sang Chart,64
Surin,7,13,Prashaniyom,63
Surin,7,25,People's Reform,61
Surin,7,16,Puea Pandin Party,50
Surin,7,32,Rak Tongtin Thai,38
Surin,7,4,Thai Friend Party,0
Surin,7,21,Prachachat Party,0
Surin,7,30,Thaen Khun Phaendin,0
Nong Khai,1,16,Pheu Thai,33492
Nong Khai,1,17,Palang Pracharath Party,26695
Nong Khai,1,13,Future Forward Party,15696
Nong Khai,1,2,Bhumjaithai Party,3932
Nong Khai,1,15,Democrat Party,2055
Nong Khai,1,3,Thai Liberal Party,1518
Nong Khai,1,27,New Economics Party,1009
Nong Khai,1,12,Puea Chat party,364
Nong Khai,1,19,Chart Thai Pattana,317
Nong Khai,1,18,Action Coalition for Thailand,312
Nong Khai,1,1,People's Reform,274
Nong Khai,1,7,New Palangdharma Party,265
Nong Khai,1,22,Chart Pattana,256
Nong Khai,1,6,Prashaniyom,222
Nong Khai,1,9,Phuea Thai Pattana,197
Nong Khai,1,26,Polamuang Thai,173
Nong Khai,1,4,Siam Development Party,166
Nong Khai,1,21,Prachatham Thai,155
Nong Khai,1,5,Thai Local Power Party,142
Nong Khai,1,24,Thai Civilised,138
Nong Khai,1,10,Prachachat Party,135
Nong Khai,1,8,Thai Forest Conservation Party,115
Nong Khai,1,11,People Progressive party,86
Nong Khai,1,35,Palang Thai Rak Thai,85
Nong Khai,1,23,Ruam Jai Thai,80
Nong Khai,1,28,Kru Thai,63
Nong Khai,1,20,Puea Pandin Party,50
Nong Khai,1,33,Thai Rak Tham,43
Nong Khai,1,34,Palang Thai Sang Chart,39
Nong Khai,1,30,Palang Chart Thai,30
Nong Khai,1,31,Thai People Power Party,28
Nong Khai,1,32,Thai Network Party,27
Nong Khai,1,25,Thai Citizen,24
Nong Khai,1,14,Thai Friend Party,0
Nong Khai,1,29,New Democracy Party,0
Nong Khai,1,36,Thai Raksa Chart,0
Nong Khai,2,16,Pheu Thai,29559
Nong Khai,2,12,Thai Liberal Party,13738
Nong Khai,2,10,Future Forward Party,13544
Nong Khai,2,7,Palang Pracharath Party,13438
Nong Khai,2,9,Bhumjaithai Party,1291
Nong Khai,2,1,Democrat Party,1165
Nong Khai,2,36,Democratic Force party,687
Nong Khai,2,32,Palang Thai Rak Thai,597
Nong Khai,2,27,Kru Thai,508
Nong Khai,2,19,Chart Thai Pattana,421
Nong Khai,2,6,Thai People Power Party,379
Nong Khai,2,25,New Economics Party,338
Nong Khai,2,2,Puea Chat party,247
Nong Khai,2,13,People Progressive party,237
Nong Khai,2,24,Polamuang Thai,223
Nong Khai,2,30,Phuea Thai Pattana,217
Nong Khai,2,21,Prachatham Thai,197
Nong Khai,2,26,Thai Citizen,176
Nong Khai,2,11,Prachachat Party,164
Nong Khai,2,17,Prashaniyom,159
Nong Khai,2,8,Action Coalition for Thailand,130
Nong Khai,2,3,New Palangdharma Party,112
Nong Khai,2,5,Thai Forest Conservation Party,110
Nong Khai,2,22,Ruam Jai Thai,103
Nong Khai,2,14,Thai Local Power Party,99
Nong Khai,2,28,Thai Civilised,92
Nong Khai,2,29,Palang Thai Sang Chart,71
Nong Khai,2,33,New Alternative Party,63
Nong Khai,2,31,Palang Chart Thai,62
Nong Khai,2,37,Thai Rak Tham,61
Nong Khai,2,35,Power of Faith party,57
Nong Khai,2,4,People's Reform,41
Nong Khai,2,18,Siam Development Party,39
Nong Khai,2,23,Chart Pattana,34
Nong Khai,2,20,Puea Pandin Party,30
Nong Khai,2,34,Thai Network Party,15
Nong Khai,2,15,Thai Friend Party,0
Nong Khai,3,16,Pheu Thai,44024
Nong Khai,3,15,Future Forward Party,14523
Nong Khai,3,11,Palang Pracharath Party,12443
Nong Khai,3,1,Puea Chat party,1798
Nong Khai,3,3,Bhumjaithai Party,1733
Nong Khai,3,13,Democrat Party,1489
Nong Khai,3,7,New Palangdharma Party,1138
Nong Khai,3,18,Thai Liberal Party,1094
Nong Khai,3,25,New Economics Party,463
Nong Khai,3,14,Thai Local Power Party,414
Nong Khai,3,6,Chart Thai Pattana,394
Nong Khai,3,36,Thai Rak Tham,334
Nong Khai,3,5,Thai Forest Conservation Party,333
Nong Khai,3,4,Prachachat Party,322
Nong Khai,3,17,People Progressive party,319
Nong Khai,3,31,Kru Thai,319
Nong Khai,3,9,Phuea Thai Pattana,301
Nong Khai,3,10,Siam Development Party,296
Nong Khai,3,33,New Alternative Party,261
Nong Khai,3,23,Chart Pattana,210
Nong Khai,3,21,Paradonraphab Party,199
Nong Khai,3,24,Polamuang Thai,184
Nong Khai,3,29,Prachatham Thai,151
Nong Khai,3,28,Palang Thai Rak Thai,131
Nong Khai,3,26,Action Coalition for Thailand,125
Nong Khai,3,8,People's Reform,121
Nong Khai,3,19,Puea Pandin Party,107
Nong Khai,3,2,Prashaniyom,103
Nong Khai,3,27,Thai People Power Party,88
Nong Khai,3,34,Power of Faith party,79
Nong Khai,3,22,Ruam Jai Thai,62
Nong Khai,3,30,Palang Thai Sang Chart,33
Nong Khai,3,32,Thai Citizen,32
Nong Khai,3,20,Thai Network Party,14
Nong Khai,3,12,Thai Friend Party,0
Nong Khai,3,35,Thai Raksa Chart,0
Nongbua Lamphu,1,5,Pheu Thai,36792
Nongbua Lamphu,1,9,Future Forward Party,16359
Nongbua Lamphu,1,4,Palang Pracharath Party,15650
Nongbua Lamphu,1,15,Bhumjaithai Party,7483
Nongbua Lamphu,1,12,Action Coalition for Thailand,1501
Nongbua Lamphu,1,1,Democrat Party,1428
Nongbua Lamphu,1,8,Puea Chat party,1366
Nongbua Lamphu,1,11,Thai Liberal Party,1159
Nongbua Lamphu,1,25,Prachachat Party,879
Nongbua Lamphu,1,24,Kru Thai,536
Nongbua Lamphu,1,3,Phuea Thai Pattana,503
Nongbua Lamphu,1,23,Thai People Power Party,491
Nongbua Lamphu,1,22,New Economics Party,456
Nongbua Lamphu,1,20,Thai Workers' Party,454
Nongbua Lamphu,1,6,Chart Thai Pattana,426
Nongbua Lamphu,1,16,Thai Social Democratic Party,396
Nongbua Lamphu,1,10,Pheu Khon Thai,387
Nongbua Lamphu,1,14,Chart Pattana,300
