Province,District,Candidate no.,Party,Votes
Bangkok Metropolis,16,5,Thai Liberal Party,2652
Bangkok Metropolis,16,10,Action Coalition for Thailand,1241
Bangkok Metropolis,16,4,Bhumjaithai Party,876
Bangkok Metropolis,16,9,Chart Pattana,363
Bangkok Metropolis,16,1,Prachachat Party,329
Bangkok Metropolis,16,16,Thai Forest Conservation Party,281
Bangkok Metropolis,16,3,Chart Thai Pattana,245
Bangkok Metropolis,16,7,People's Reform,145
Bangkok Metropolis,16,14,Thai Local Power Party,134
Bangkok Metropolis,16,23,New Democracy Party,116
Bangkok Metropolis,16,17,Puea Chat party,108
Bangkok Metropolis,16,8,People Progressive party,106
Bangkok Metropolis,16,25,Palang Thai Rak Thai,106
Bangkok Metropolis,16,24,Kru Thai,97
Bangkok Metropolis,16,26,Pandintham,94
Bangkok Metropolis,16,19,Palang Chart Thai,78
Bangkok Metropolis,16,21,Thai People Power Party,78
Bangkok Metropolis,16,20,Palang Thai Rak Chart,73
Bangkok Metropolis,16,18,Prashaniyom,72
Bangkok Metropolis,16,31,Thai Network Party,71
Bangkok Metropolis,16,2,Paradonraphab Party,69
Bangkok Metropolis,16,28,New Palangdharma Party,52
Bangkok Metropolis,16,30,Prachatham Thai,40
Bangkok Metropolis,16,15,Tin Ga Kaw,33
Bangkok Metropolis,16,27,Mahachon Party,29
Bangkok Metropolis,16,29,Palang Thai Sang Chart,19
Bangkok Metropolis,17,10,Palang Pracharath Party,25329
Bangkok Metropolis,17,9,Pheu Thai,24610
Bangkok Metropolis,17,1,Future Forward Party,18391
Bangkok Metropolis,17,6,Democrat Party,8868
Bangkok Metropolis,17,4,Action Coalition for Thailand,7190
Bangkok Metropolis,17,26,New Economics Party,2070
Bangkok Metropolis,17,7,Thai Liberal Party,1781
Bangkok Metropolis,17,20,Prachachat Party,732
Bangkok Metropolis,17,3,Democratic Force party,306
Bangkok Metropolis,17,5,Thai Forest Conservation Party,223
Bangkok Metropolis,17,18,Thai Civilised,179
Bangkok Metropolis,17,30,Prachatham Thai,174
Bangkok Metropolis,17,2,Thai People Power Party,159
Bangkok Metropolis,17,14,Thai Local Power Party,142
Bangkok Metropolis,17,29,Glang,126
Bangkok Metropolis,17,21,Palang Thai Rak Chart,121
Bangkok Metropolis,17,17,Puea Chat party,108
Bangkok Metropolis,17,16,Chart Thai Pattana,96
Bangkok Metropolis,17,11,New Palangdharma Party,89
Bangkok Metropolis,17,13,Chart Pattana,88
Bangkok Metropolis,17,15,Prashaniyom,67
Bangkok Metropolis,17,25,Thai Citizen,65
Bangkok Metropolis,17,12,People's Reform,60
Bangkok Metropolis,17,24,Kru Thai,58
Bangkok Metropolis,17,22,New Democracy Party,56
Bangkok Metropolis,17,23,Palang Chart Thai,41
Bangkok Metropolis,17,19,Paradonraphab Party,37
Bangkok Metropolis,17,27,People Progressive party,32
Bangkok Metropolis,17,36,Thai Rak Tham,32
Bangkok Metropolis,17,28,Palang Thai Sang Chart,30
Bangkok Metropolis,17,33,Thaen Khun Phaendin,28
Bangkok Metropolis,17,34,Thai Network Party,15
Bangkok Metropolis,17,31,Mahachon Party,13
Bangkok Metropolis,17,35,Tin Ga Kaw,12
Bangkok Metropolis,17,8,Bhumjaithai Party,0
Bangkok Metropolis,17,32,Polamuang Thai,0
Bangkok Metropolis,18,15,Pheu Thai,35361
Bangkok Metropolis,18,11,Future Forward Party,22346
Bangkok Metropolis,18,1,Palang Pracharath Party,20739
Bangkok Metropolis,18,9,Democrat Party,7295
Bangkok Metropolis,18,29,New Economics Party,3119
Bangkok Metropolis,18,2,Thai Liberal Party,2143
Bangkok Metropolis,18,14,Action Coalition for Thailand,955
Bangkok Metropolis,18,8,Bhumjaithai Party,603
Bangkok Metropolis,18,3,Chart Thai Pattana,275
Bangkok Metropolis,18,22,Thai Civilised,275
Bangkok Metropolis,18,13,Puea Chat party,256
Bangkok Metropolis,18,4,Prachachat Party,229
Bangkok Metropolis,18,6,Thai Forest Conservation Party,214
Bangkok Metropolis,18,10,Chart Pattana,180
Bangkok Metropolis,18,5,Thai Local Power Party,179
Bangkok Metropolis,18,21,Kru Thai,137
Bangkok Metropolis,18,25,Polamuang Thai,124
Bangkok Metropolis,18,7,New Palangdharma Party,105
Bangkok Metropolis,18,17,New Democracy Party,72
Bangkok Metropolis,18,19,People's Reform,71
Bangkok Metropolis,18,12,People Progressive party,69
Bangkok Metropolis,18,20,Palang Chart Thai,59
Bangkok Metropolis,18,16,Prashaniyom,58
Bangkok Metropolis,18,24,Prachatham Thai,47
Bangkok Metropolis,18,23,Palang Thai Sang Chart,30
Bangkok Metropolis,18,26,Mahachon Party,28
Bangkok Metropolis,18,18,Paradonraphab Party,22
Bangkok Metropolis,18,28,Thai Rak Tham,19
Bangkok Metropolis,18,27,Thai Network Party,15
Bangkok Metropolis,19,9,Palang Pracharath Party,28203
Bangkok Metropolis,19,3,Future Forward Party,23554
Bangkok Metropolis,19,1,Pheu Thai,21839
Bangkok Metropolis,19,14,Democrat Party,16284
Bangkok Metropolis,19,20,New Economics Party,5082
Bangkok Metropolis,19,16,Thai Liberal Party,2094
Bangkok Metropolis,19,5,Action Coalition for Thailand,957
Bangkok Metropolis,19,8,Bhumjaithai Party,767
Bangkok Metropolis,19,17,Prachachat Party,352
Bangkok Metropolis,19,11,Thai Forest Conservation Party,341
Bangkok Metropolis,19,10,Chart Pattana,211
Bangkok Metropolis,19,7,Chart Thai Pattana,174
Bangkok Metropolis,19,12,People's Reform,171
Bangkok Metropolis,19,6,Puea Chat party,168
Bangkok Metropolis,19,2,People Progressive party,105
Bangkok Metropolis,19,13,New Palangdharma Party,102
Bangkok Metropolis,19,15,Thai Local Power Party,99
Bangkok Metropolis,19,21,Kru Thai,87
Bangkok Metropolis,19,22,Palang Thai Rak Thai,86
Bangkok Metropolis,19,24,New Democracy Party,75
Bangkok Metropolis,19,4,Puea Pandin Party,66
Bangkok Metropolis,19,19,Prashaniyom,54
Bangkok Metropolis,19,29,Palang Thai Sang Chart,49
Bangkok Metropolis,19,25,Palang Chart Thai,47
Bangkok Metropolis,19,23,Mahachon Party,46
Bangkok Metropolis,19,18,Paradonraphab Party,39
Bangkok Metropolis,19,30,Thai Rak Tham,32
Bangkok Metropolis,19,26,Polamuang Thai,19
Bangkok Metropolis,19,28,Prachatham Thai,14
Bangkok Metropolis,19,27,Thai Network Party,10
Bangkok Metropolis,20,2,Future Forward Party,40483
Bangkok Metropolis,20,6,Palang Pracharath Party,29557
Bangkok Metropolis,20,11,Democrat Party,18548
Bangkok Metropolis,20,23,New Economics Party,6879
Bangkok Metropolis,20,3,Thai Liberal Party,5447
Bangkok Metropolis,20,1,Puea Chat party,5130
Bangkok Metropolis,20,13,Bhumjaithai Party,3365
Bangkok Metropolis,20,21,Palang Thai Rak Thai,1130
Bangkok Metropolis,20,8,Action Coalition for Thailand,872
Bangkok Metropolis,20,5,Thai Forest Conservation Party,473
Bangkok Metropolis,20,12,Prachachat Party,426
Bangkok Metropolis,20,9,Chart Pattana,329
Bangkok Metropolis,20,14,Chart Thai Pattana,217
Bangkok Metropolis,20,10,People's Reform,216
Bangkok Metropolis,20,4,People Progressive party,133
Bangkok Metropolis,20,17,New Democracy Party,90
Bangkok Metropolis,20,15,Thai Local Power Party,89
Bangkok Metropolis,20,22,Palang Thai Sang Chart,80
Bangkok Metropolis,20,26,Pandintham,75
Bangkok Metropolis,20,25,Kru Thai,66
Bangkok Metropolis,20,16,Mahachon Party,65
Bangkok Metropolis,20,30,Glang,55
Bangkok Metropolis,20,18,Palang Chart Thai,54
Bangkok Metropolis,20,31,Thai Rak Tham,53
Bangkok Metropolis,20,24,Prachatham Thai,49
Bangkok Metropolis,20,29,Paradonraphab Party,37
Bangkok Metropolis,20,19,Prashaniyom,24
Bangkok Metropolis,20,28,Polamuang Thai,23
Bangkok Metropolis,20,20,Tin Ga Kaw,18
Bangkok Metropolis,20,27,Thai Network Party,8
Bangkok Metropolis,20,7,Thai Raksa Chart,0
Bangkok Metropolis,21,5,Future Forward Party,35702
Bangkok Metropolis,21,2,Palang Pracharath Party,28944
Bangkok Metropolis,21,6,Democrat Party,14339
Bangkok Metropolis,21,17,New Economics Party,6387
Bangkok Metropolis,21,1,Puea Chat party,5514
Bangkok Metropolis,21,9,Thai Liberal Party,4263
Bangkok Metropolis,21,8,Bhumjaithai Party,850
Bangkok Metropolis,21,15,Action Coalition for Thailand,485
Bangkok Metropolis,21,14,Thai Forest Conservation Party,426
Bangkok Metropolis,21,3,Chart Thai Pattana,377
Bangkok Metropolis,21,18,Chart Pattana,272
Bangkok Metropolis,21,10,People's Reform,225
Bangkok Metropolis,21,4,New Palangdharma Party,197
Bangkok Metropolis,21,7,Prachachat Party,182
Bangkok Metropolis,21,19,Palang Chart Thai,109
Bangkok Metropolis,21,21,Thai Local Power Party,93
Bangkok Metropolis,21,11,People Progressive party,83
Bangkok Metropolis,21,20,Kru Thai,77
Bangkok Metropolis,21,22,Mahachon Party,68
Bangkok Metropolis,21,24,New Democracy Party,68
Bangkok Metropolis,21,23,Paradonraphab Party,61
Bangkok Metropolis,21,13,Prashaniyom,52
Bangkok Metropolis,21,16,Glang,52
Bangkok Metropolis,21,25,Palang Thai Sang Chart,49
Bangkok Metropolis,21,27,Polamuang Thai,48
Bangkok Metropolis,21,26,Thai Network Party,45
Bangkok Metropolis,21,12,Thai Raksa Chart,0
Bangkok Metropolis,22,7,Future Forward Party,34368
Bangkok Metropolis,22,11,Palang Pracharath Party,27421
Bangkok Metropolis,22,14,Democrat Party,20376
Bangkok Metropolis,22,4,Thai Liberal Party,6488
Bangkok Metropolis,22,23,New Economics Party,6283
Bangkok Metropolis,22,15,Puea Chat party,2680
Bangkok Metropolis,22,13,Bhumjaithai Party,1569
Bangkok Metropolis,22,5,Chart Thai Pattana,1445
Bangkok Metropolis,22,2,Action Coalition for Thailand,599
Bangkok Metropolis,22,6,Prachachat Party,469
Bangkok Metropolis,22,17,Thai Forest Conservation Party,398
Bangkok Metropolis,22,9,Chart Pattana,374
Bangkok Metropolis,22,8,Thai Civilised,321
Bangkok Metropolis,22,3,New Alternative Party,277
Bangkok Metropolis,22,21,People's Reform,232
Bangkok Metropolis,22,12,People Progressive party,187
Bangkok Metropolis,22,1,Thai Local Power Party,178
Bangkok Metropolis,22,24,Palang Chart Thai,177
Bangkok Metropolis,22,26,Palang Thai Sang Chart,120
Bangkok Metropolis,22,16,Pandintham,106
Bangkok Metropolis,22,28,Polamuang Thai,79
Bangkok Metropolis,22,32,Commoners' Party,71
Bangkok Metropolis,22,20,Glang,67
Bangkok Metropolis,22,18,Prashaniyom,56
Bangkok Metropolis,22,19,Paradonraphab Party,53
Bangkok Metropolis,22,27,Prachatham Thai,46
Bangkok Metropolis,22,31,Tin Ga Kaw,46
Bangkok Metropolis,22,22,Thai People Power Party,41
Bangkok Metropolis,22,30,Thai Network Party,16
Bangkok Metropolis,22,10,Thai Raksa Chart,0
Bangkok Metropolis,22,25,Kru Thai,0
Bangkok Metropolis,22,29,Mahachon Party,0
Bangkok Metropolis,23,1,Future Forward Party,27651
Bangkok Metropolis,23,5,Palang Pracharath Party,26015
Bangkok Metropolis,23,6,Pheu Thai,24959
Bangkok Metropolis,23,4,Democrat Party,17247
Bangkok Metropolis,23,19,New Economics Party,5617
Bangkok Metropolis,23,10,Thai Liberal Party,3036
Bangkok Metropolis,23,3,Bhumjaithai Party,2379
Bangkok Metropolis,23,9,Action Coalition for Thailand,425
Bangkok Metropolis,23,15,Thai Forest Conservation Party,292
Bangkok Metropolis,23,30,Thai Civilised,212
Bangkok Metropolis,23,11,Chart Thai Pattana,184
Bangkok Metropolis,23,13,People's Reform,157
Bangkok Metropolis,23,7,Prachachat Party,139
Bangkok Metropolis,23,8,Puea Chat party,134
Bangkok Metropolis,23,14,Chart Pattana,127
Bangkok Metropolis,23,18,New Alternative Party,121
Bangkok Metropolis,23,25,Mahachon Party,107
Bangkok Metropolis,23,22,Palang Thai Rak Thai,102
Bangkok Metropolis,23,12,Thai Local Power Party,80
Bangkok Metropolis,23,17,Glang,78
Bangkok Metropolis,23,21,Kru Thai,63
Bangkok Metropolis,23,26,Prachatham Thai,62
Bangkok Metropolis,23,20,Palang Chart Thai,61
Bangkok Metropolis,23,2,Paradonraphab Party,56
Bangkok Metropolis,23,16,Prashaniyom,52
Bangkok Metropolis,23,24,Palang Thai Sang Chart,52
Bangkok Metropolis,23,23,People Progressive party,35
Bangkok Metropolis,23,27,Tin Ga Kaw,27
Bangkok Metropolis,23,29,Thai Rak Tham,22
Bangkok Metropolis,23,28,Thai People Power Party,15
Bangkok Metropolis,24,4,Future Forward Party,38409
Bangkok Metropolis,24,6,Palang Pracharath Party,29154
Bangkok Metropolis,24,12,Democrat Party,14784
Bangkok Metropolis,24,1,Thai Liberal Party,7187
Bangkok Metropolis,24,8,Bhumjaithai Party,6748
Bangkok Metropolis,24,28,New Economics Party,5859
Bangkok Metropolis,24,9,Puea Chat party,2908
Bangkok Metropolis,24,3,Prachachat Party,1113
Bangkok Metropolis,24,5,Chart Thai Pattana,914
Bangkok Metropolis,24,2,Action Coalition for Thailand,590
Bangkok Metropolis,24,10,Chart Pattana,529
Bangkok Metropolis,24,7,Thai Local Power Party,443
Bangkok Metropolis,24,15,Thai Forest Conservation Party,405
Bangkok Metropolis,24,11,New Palangdharma Party,146
Bangkok Metropolis,24,20,Kru Thai,144
Bangkok Metropolis,24,21,Palang Chart Thai,137
Bangkok Metropolis,24,14,People's Reform,112
Bangkok Metropolis,24,26,Palang Thai Sang Chart,108
Bangkok Metropolis,24,24,Prachathai,63
Bangkok Metropolis,24,18,New Democracy Party,60
Bangkok Metropolis,24,16,Prashaniyom,58
Bangkok Metropolis,24,17,Glang,45
Bangkok Metropolis,24,32,Tin Ga Kaw,42
Bangkok Metropolis,24,19,Pandintham,30
Bangkok Metropolis,24,27,Prachatham Thai,30
Bangkok Metropolis,24,29,Thai Network Party,30
Bangkok Metropolis,24,22,People Progressive party,28
Bangkok Metropolis,24,30,Power of Faith party,24
Bangkok Metropolis,24,33,Thai Rak Tham,21
Bangkok Metropolis,24,23,Paradonraphab Party,20
Bangkok Metropolis,24,31,Thai People Power Party,15
Bangkok Metropolis,24,13,Thai Raksa Chart,0
Bangkok Metropolis,24,25,Thai Friend Party,0
Bangkok Metropolis,25,2,Future Forward Party,38340
Bangkok Metropolis,25,8,Democrat Party,23425
Bangkok Metropolis,25,5,Palang Pracharath Party,16782
Bangkok Metropolis,25,3,Thai Liberal Party,5358
Bangkok Metropolis,25,20,New Economics Party,5260
Bangkok Metropolis,25,11,Puea Chat party,2467
Bangkok Metropolis,25,1,Bhumjaithai Party,2376
Bangkok Metropolis,25,7,Thai Local Power Party,535
Bangkok Metropolis,25,6,Action Coalition for Thailand,455
Bangkok Metropolis,25,4,Chart Thai Pattana,416
Bangkok Metropolis,25,12,Thai Civilised,275
Bangkok Metropolis,25,14,Thai Forest Conservation Party,257
Bangkok Metropolis,25,13,Chart Pattana,251
Bangkok Metropolis,25,16,Prachachat Party,136
Bangkok Metropolis,25,9,People Progressive party,118
Bangkok Metropolis,25,15,Paradonraphab Party,114
Bangkok Metropolis,25,24,People's Reform,114
Bangkok Metropolis,25,25,New Democracy Party,100
Bangkok Metropolis,25,22,Kru Thai,96
Bangkok Metropolis,25,23,Palang Chart Thai,94
Bangkok Metropolis,25,26,Palang Thai Sang Chart,80
Bangkok Metropolis,25,31,Thai Rak Tham,61
Bangkok Metropolis,25,21,Power of Faith party,59
Bangkok Metropolis,25,28,Thai Network Party,58
Bangkok Metropolis,25,19,Thai People Power Party,46
Bangkok Metropolis,25,18,Glang,45
Bangkok Metropolis,25,29,Polamuang Thai,40
Bangkok Metropolis,25,17,Prashaniyom,34
Bangkok Metropolis,25,27,Prachatham Thai,31
Bangkok Metropolis,25,30,Prachathai,17
Bangkok Metropolis,25,10,Thai Raksa Chart,0
Bangkok Metropolis,26,13,Pheu Thai,30538
Bangkok Metropolis,26,9,Future Forward Party,27244
Bangkok Metropolis,26,8,Democrat Party,19202
Bangkok Metropolis,26,14,Palang Pracharath Party,18032
Bangkok Metropolis,26,27,New Economics Party,4309
Bangkok Metropolis,26,5,Thai Liberal Party,2622
Bangkok Metropolis,26,12,Bhumjaithai Party,602
Bangkok Metropolis,26,1,Action Coalition for Thailand,508
Bangkok Metropolis,26,6,Thai Civilised,289
Bangkok Metropolis,26,17,Thai Forest Conservation Party,261
Bangkok Metropolis,26,4,Puea Chat party,244
Bangkok Metropolis,26,7,Paradonraphab Party,182
Bangkok Metropolis,26,10,Chart Pattana,166
Bangkok Metropolis,26,2,Thai Local Power Party,163
Bangkok Metropolis,26,15,Chart Thai Pattana,149
Bangkok Metropolis,26,11,People's Reform,145
Bangkok Metropolis,26,25,Palang Thai Rak Thai,125
Bangkok Metropolis,26,3,Prashaniyom,78
Bangkok Metropolis,26,28,Thai Citizen,72
Bangkok Metropolis,26,18,Prachachat Party,53
Bangkok Metropolis,26,21,Polamuang Thai,51
Bangkok Metropolis,26,26,Prachatham Thai,45
Bangkok Metropolis,26,24,Kru Thai,42
Bangkok Metropolis,26,19,Glang,37
Bangkok Metropolis,26,23,Palang Chart Thai,32
Bangkok Metropolis,26,22,Pandintham,31
Bangkok Metropolis,26,16,People Progressive party,30
Bangkok Metropolis,26,29,Thai Rak Tham,29
Bangkok Metropolis,26,20,Thai People Power Party,21
Bangkok Metropolis,27,7,Future Forward Party,29545
Bangkok Metropolis,27,3,Pheu Thai,28367
Bangkok Metropolis,27,14,Palang Pracharath Party,24981
Bangkok Metropolis,27,8,Democrat Party,23803
Bangkok Metropolis,27,26,New Economics Party,5213
Bangkok Metropolis,27,11,Thai Liberal Party,3834
Bangkok Metropolis,27,4,Bhumjaithai Party,886
Bangkok Metropolis,27,12,Action Coalition for Thailand,542
Bangkok Metropolis,27,17,Thai Forest Conservation Party,375
Bangkok Metropolis,27,2,Chart Thai Pattana,358
Bangkok Metropolis,27,6,Thai Civilised,335
Bangkok Metropolis,27,9,People's Reform,323
Bangkok Metropolis,27,1,Chart Pattana,319
Bangkok Metropolis,27,10,Thai Local Power Party,250
Bangkok Metropolis,27,23,Palang Thai Rak Thai,191
Bangkok Metropolis,27,13,People Progressive party,182
Bangkok Metropolis,27,16,Puea Chat party,168
Bangkok Metropolis,27,21,New Democracy Party,145
Bangkok Metropolis,27,5,Prachachat Party,129
Bangkok Metropolis,27,15,Paradonraphab Party,127
Bangkok Metropolis,27,25,Palang Chart Thai,104
Bangkok Metropolis,27,24,Glang,67
Bangkok Metropolis,27,28,Thai Network Party,61
Bangkok Metropolis,27,22,Pandintham,53
Bangkok Metropolis,27,30,Palang Thai Sang Chart,39
Bangkok Metropolis,27,27,Mahachon Party,38
Bangkok Metropolis,27,19,Prashaniyom,32
Bangkok Metropolis,27,18,Thai People Power Party,23
Bangkok Metropolis,27,29,Prachatham Thai,23
Bangkok Metropolis,27,20,Kru Thai,0
Bangkok Metropolis,28,9,Future Forward Party,29590
Bangkok Metropolis,28,4,Palang Pracharath Party,29413
Bangkok Metropolis,28,3,Pheu Thai,23510
Bangkok Metropolis,28,10,Democrat Party,17279
Bangkok Metropolis,28,12,Thai Liberal Party,3755
Bangkok Metropolis,28,1,Bhumjaithai Party,2391
Bangkok Metropolis,28,8,Chart Pattana,812
Bangkok Metropolis,28,5,Action Coalition for Thailand,429
Bangkok Metropolis,28,16,Thai Forest Conservation Party,326
Bangkok Metropolis,28,11,People's Reform,273
Bangkok Metropolis,28,2,Chart Thai Pattana,267
Bangkok Metropolis,28,14,Thai Local Power Party,185
Bangkok Metropolis,28,21,Palang Thai Rak Thai,159
Bangkok Metropolis,28,24,Kru Thai,116
Bangkok Metropolis,28,7,Puea Chat party,104
Bangkok Metropolis,28,15,Paradonraphab Party,102
Bangkok Metropolis,28,19,Palang Chart Thai,96
Bangkok Metropolis,28,13,People Progressive party,90
Bangkok Metropolis,28,17,Prashaniyom,68
Bangkok Metropolis,28,20,Powerful Love Party,48
Bangkok Metropolis,28,27,Palang Thai Sang Chart,43
Bangkok Metropolis,28,22,Pandintham,38
Bangkok Metropolis,28,28,Thai Network Party,35
Bangkok Metropolis,28,6,Prachachat Party,0
Bangkok Metropolis,28,18,New Economics Party,0
Bangkok Metropolis,28,23,Thai Raksa Chart,0
Bangkok Metropolis,28,25,Mahachon Party,0
Bangkok Metropolis,28,26,Prachatham Thai,0
Bangkok Metropolis,29,11,Pheu Thai,28765
Bangkok Metropolis,29,15,Palang Pracharath Party,24622
Bangkok Metropolis,29,6,Future Forward Party,23477
Bangkok Metropolis,29,3,Democrat Party,13612
Bangkok Metropolis,29,19,New Economics Party,5077
Bangkok Metropolis,29,1,Thai Liberal Party,3407
Bangkok Metropolis,29,8,Bhumjaithai Party,772
Bangkok Metropolis,29,14,Action Coalition for Thailand,537
Bangkok Metropolis,29,2,Puea Chat party,293
Bangkok Metropolis,29,5,Chart Pattana,287
Bangkok Metropolis,29,13,Chart Thai Pattana,285
Bangkok Metropolis,29,17,Thai Forest Conservation Party,262
Bangkok Metropolis,29,9,Thai Local Power Party,257
Bangkok Metropolis,29,7,People's Reform,227
Bangkok Metropolis,29,4,Prachachat Party,205
Bangkok Metropolis,29,10,New Palangdharma Party,175
Bangkok Metropolis,29,24,Palang Thai Rak Thai,166
Bangkok Metropolis,29,12,People Progressive party,126
Bangkok Metropolis,29,22,Democratic Force party,109
Bangkok Metropolis,29,23,Palang Chart Thai,98
Bangkok Metropolis,29,31,Thai Rak Tham,93
Bangkok Metropolis,29,18,Glang,91
Bangkok Metropolis,29,25,Kru Thai,59
Bangkok Metropolis,29,21,Prashaniyom,54
Bangkok Metropolis,29,16,Paradonraphab Party,53
Bangkok Metropolis,29,30,Palang Thai Rak Chart,52
Bangkok Metropolis,29,26,Palang Sungkom,36
Bangkok Metropolis,29,20,New Democracy Party,32
Bangkok Metropolis,29,29,Thai People Power Party,24
Bangkok Metropolis,29,27,Prachatham Thai,18
Bangkok Metropolis,29,28,Thai Network Party,16
Bangkok Metropolis,30,8,Palang Pracharath Party,31394
Bangkok Metropolis,30,6,Pheu Thai,25745
Bangkok Metropolis,30,4,Future Forward Party,23724
Bangkok Metropolis,30,10,Democrat Party,17535
Bangkok Metropolis,30,20,New Economics Party,5344
Bangkok Metropolis,30,7,Thai Liberal Party,3991
Bangkok Metropolis,30,5,Bhumjaithai Party,766
Bangkok Metropolis,30,1,Action Coalition for Thailand,695
Bangkok Metropolis,30,16,Thai Forest Conservation Party,437
Bangkok Metropolis,30,3,Chart Thai Pattana,360
Bangkok Metropolis,30,9,Thai Local Power Party,351
Bangkok Metropolis,30,11,People's Reform,257
Bangkok Metropolis,30,30,Thai Civilised,211
Bangkok Metropolis,30,12,Puea Chat party,186
Bangkok Metropolis,30,2,Chart Pattana,170
Bangkok Metropolis,30,14,Puea Pandin Party,134
